play_key,catch,probability
y2_d032_KNB_YJD_170,1,0.9999651091743815
y2_d093_QZE_RZQ_183,0,0.045619756977308294
y2_d009_JMJ_YJD_18,1,0.9164221131792087
y1_d063_HCI_RZQ_226,1,0.999965607595403
y2_d092_NYA_YJD_240,0,0.09222873947022689
y2_d028_VMN_YJD_225,0,0.044569295049222885
y2_d048_DYE_RZQ_4,1,0.9992345962791996
y2_d070_RDO_RZQ_229,1,0.6334914355785755
y1_d085_YJD_RZQ_169,1,0.9260254077335069
y1_d044_WJU_QEA_214,1,0.29723649566072086
y1_d019_JFU_YJD_16,1,0.9999808721886856
y1_d056_OXG_QEA_94,1,0.9830409251178798
y1_d086_CRQ_QEA_127,1,0.9998993533600464
y1_d058_OXG_QEA_73,1,0.18499142898798582
y1_d074_UWE_YJD_247,1,0.9999999291135696
y1_d048_STK_QEA_28,0,0.08562703019265726
y2_d059_POW_YJD_336,1,0.9946633677921278
y1_d016_OXG_QEA_173,1,0.9979692072378712
y1_d058_KJH_RZQ_109,1,0.9975565636270679
y1_d046_VHS_YJD_129,1,0.4396658547806828
y2_d050_DYE_RZQ_283,0,0.40146983037873263
y1_d095_WNA_RZQ_239,1,0.6898815994866075
y2_d097_YJD_RZQ_32,1,0.7185225571451427
y1_d056_WZR_YJD_88,1,0.9775632412899223
y2_d089_DYE_RZQ_174,1,0.7875501185748301
y2_d070_RDO_RZQ_193,1,0.9314833782470615
y2_d036_UKI_RZQ_143,1,0.9999937281977255
y1_d046_WJU_QEA_195,0,0.1845574436747842
y2_d028_YUH_RZQ_93,0,0.0433161143958643
y1_d077_GAX_YJD_155,1,0.6060000776999266
y1_d071_ACN_QEA_56,1,0.9714248411385176
y1_d018_OXG_QEA_9,1,0.9999896930713577
y2_d008_JMJ_YJD_242,1,0.9915639018137434
y2_d066_ESW_YJD_71,1,0.9990044414754463
y2_d002_BEJ_RZQ_138,0,0.8304297972325467
y1_d057_KJH_RZQ_98,1,0.6749206413922451
y2_d041_XLB_RZQ_102,1,0.9024735091842945
y1_d029_CMS_YJD_107,1,0.9792289524383209
y2_d059_POW_YJD_39,1,0.9999692313188471
y2_d031_IKJ_RZQ_126,1,0.9999996276194189
y2_d047_IHI_YJD_134,1,0.33188427470267545
y1_d019_JFU_YJD_102,1,0.9999869546517942
y2_d043_RZQ_YJD_57,0,0.31930781963667243
y1_d035_AVV_YJD_271,1,0.9997540575320915
y2_d056_IAK_RZQ_139,1,0.9999979938021605
y2_d025_ALA_YJD_128,0,0.33497914843335475
y1_d083_YJD_RZQ_167,0,0.015255602427833588
y1_d023_AKX_YJD_234,1,0.9984084771442694
y1_d095_KQQ_YJD_180,0,0.7029180051958543
y1_d089_CRQ_QEA_20,1,0.9999644261127475
y1_d065_UEX_RZQ_106,1,0.9983017747759044
y2_d083.5_WMI_YJD_62,1,0.9897911894122574
y1_d033_AVV_YJD_64,0,0.013597192420598439
y2_d047_IHI_YJD_199,1,0.9992208885771598
y2_d036_UKI_RZQ_187,1,0.9250797030438676
y2_d046_IHI_YJD_16,1,0.9294943068010169
y1_d079_FBP_QEA_157,1,0.9969010736750302
y1_d013_IXC_QEA_170,1,0.9999601476128676
y1_d045_VHS_YJD_247,0,0.5568713284011907
y2_d027_YUH_RZQ_90,0,0.7798990953221495
y1_d098_MRJ_YJD_173,1,0.7477196242827492
y2_d094_QZE_RZQ_207,0,0.4325398318213177
y2_d023_DMS_RZQ_193,1,0.9644449509851158
y2_d072_DYE_YJD_194,1,0.981199496252797
y2_d046.5_IHI_YJD_159,1,0.767310825352744
y1_d067_OWH_QEA_156,1,0.8313631391682483
y2_d059_POW_YJD_284,1,0.7143519797758883
y2_d045_IHI_YJD_286,1,0.9452175689051812
y1_d075_UWE_YJD_253,1,0.6175889119210368
y2_d013_RQJ_YJD_74,1,0.7666146757404695
y2_d012_BVD_RZQ_236,0,0.049652507901006185
y2_d005_DYE_RZQ_242,1,0.9305079602256908
y2_d074.5_VZE_YJD_68,1,0.9999996428560166
y1_d045_MHY_RZQ_163,1,0.9588108948394551
y2_d042_RZQ_YJD_138,1,0.9999934996984847
y2_d071_XFE_RZQ_19,1,0.9971437561789144
y1_d011_GEA_YJD_117,1,0.4219827291354158
y2_d004_BEJ_RZQ_256,1,0.9975967158154669
y1_d079_FBP_QEA_128,0,0.5224872222324608
y1_d033_REC_QEA_28,1,0.9999797916651425
y1_d094_WNA_RZQ_299,1,0.7105775878986758
y1_d023_AKX_YJD_263,1,0.9451077881738034
y1_d030_CMS_YJD_280,0,0.25229872466301195
y1_d060.5_JNJ_QEA_29,0,0.5618689011439251
y1_d050.5_STK_QEA_54,1,0.999999567582577
y1_d061_HCI_RZQ_86,1,0.6999696642311273
y2_d006_NSO_YJD_82,1,0.6552591896077699
y1_d042_TKJ_YJD_117,0,0.07084853123229853
y1_d013_IXC_QEA_107,1,0.9999588295341814
y1_d059_JNJ_QEA_237,1,0.8935268875536339
y1_d006_MCJ_RZQ_44,1,0.981111336482653
y1_d007_MCJ_RZQ_259,1,0.9999374785566509
y1_d046_VHS_YJD_104,1,0.8900350998886057
y1_d019_OXG_QEA_132,1,0.9999958475353844
y1_d019_JFU_YJD_37,1,0.9999904090110696
y1_d006_JJS_YJD_2,1,0.968072424403002
y1_d028_CMS_YJD_97,1,0.9998223162795953
y1_d008_MCJ_RZQ_100,1,0.9912901879618151
y1_d031_REC_QEA_21,1,0.6609069630008042
y1_d091_DYE_RZQ_93,1,0.999999296998407
y2_d058_POW_YJD_144,0,0.04599823032478768
y1_d065_UEX_RZQ_122,1,0.9972308523855182
y1_d058_WZR_YJD_224,0,0.29448329859298117
y1_d018_OXG_QEA_291,1,0.5546301230155696
y1_d040_TKJ_YJD_286,0,0.06308133703189814
y2_d090_NYA_YJD_47,1,0.9987123536974375
y1_d057_OXG_QEA_97,1,0.5334361057733011
y1_d050_UPU_YJD_186,0,0.01720795301814125
y1_d052_APZ_QEA_45,1,0.999634041292092
y1_d088_CRQ_QEA_242,1,0.42045409412115625
y2_d066_HKR_RZQ_286,0,0.4665290309424145
y2_d020_GIS_RZQ_13,0,0.20106166573447123
y1_d077_GAX_YJD_170,1,0.9999981596245789
y1_d067_OWH_QEA_297,1,0.9988612926381575
y1_d018_OXG_QEA_185,0,0.5749137279687351
y1_d020_JFU_YJD_176,1,0.543648136173585
y1_d058_WZR_YJD_168,1,0.999997565709244
y1_d022_AKX_YJD_176,1,0.999999960050042
y1_d018_OXG_QEA_260,1,0.9979007402549257
y2_d020_GIS_RZQ_251,1,0.9999998889690253
y2_d012_RQJ_YJD_197,0,0.12967221738426685
y2_d009_JMJ_YJD_77,1,0.970583497419869
y2_d092_NYA_YJD_185,1,0.9808873915514855
y2_d052_PTB_YJD_65,1,0.9992703424092948
y1_d096_XAX_QEA_237,1,0.9996269598301925
y1_d027_JIL_RZQ_361,0,0.02193701767648795
y1_d100_MRJ_YJD_120,1,0.48772159531879794
y2_d071_DYE_YJD_282,1,0.9998582521434366
y1_d046_VHS_YJD_205,0,0.998849954409059
y1_d046_MHY_RZQ_131,0,0.18536224637231885
y2_d099_YJD_RZQ_252,1,0.9142735359223181
y2_d033_KNB_YJD_294,1,0.9999998101277737
y1_d092_DYE_RZQ_16,0,0.03170241303638748
y2_d018_GIS_RZQ_91,0,0.029510347107960442
y2_d034_KNB_YJD_310,1,0.9994763777068252
y1_d029_CMS_YJD_116,1,0.9996793924552786
y1_d065_OWH_QEA_210,1,0.9999916846083435
y2_d023_DMS_RZQ_249,0,0.06512503330947039
y1_d045_MHY_RZQ_157,0,0.004674112460101158
y2_d004_GHD_YJD_223,1,0.9984266568161216
y2_d099_YJD_RZQ_287,1,0.985244495984296
y2_d020_GIS_RZQ_264,1,0.9987708614213878
y2_d090_NYA_YJD_262,1,0.9014026848873894
y1_d094_KQQ_YJD_74,1,0.6988443752079975
y2_d099_YJD_RZQ_267,1,0.5675839144321347
y1_d030_CMS_YJD_347,0,0.028615066601000636
y1_d058_KJH_RZQ_12,1,0.9999916158923171
y2_d046.5_IHI_YJD_106,1,0.9556572489328166
y2_d068_RDO_RZQ_101,1,0.7550236873092271
y2_d070_RDO_RZQ_101,1,0.966623232823339
y1_d022_AKX_YJD_237,0,0.03718673201014618
y1_d095_KQQ_YJD_40,1,0.8317009742707655
y1_d076_GAX_YJD_192,1,0.9998561468221108
y2_d038_UKI_RZQ_79,1,0.9993839243743362
y1_d097_MRJ_YJD_132,1,0.9999991750188575
y2_d012_RQJ_YJD_154,0,0.2803063118632101
y1_d068_OWH_QEA_240,1,0.9999909371339963
y2_d028_VMN_YJD_7,0,0.44837777544073587
y2_d052_PTB_YJD_332,1,0.998394780429392
y2_d067_HKR_RZQ_240,1,0.9999999775796077
y1_d066_IAQ_YJD_55,1,0.5278512394816071
y2_d047_IHI_YJD_239,1,0.9999545152575813
y2_d011_BVD_RZQ_212,1,0.4015543810455956
y2_d010_JMJ_YJD_104,1,0.9999126038883536
y1_d048_MHY_RZQ_28,1,0.5528260418025817
y1_d045_VHS_YJD_113,1,0.18723467687440884
y1_d058_WZR_YJD_197,1,0.9999796394817345
y2_d032_KNB_YJD_212,0,0.049788572972351286
y2_d054_PTB_YJD_282,1,0.9487320392646311
y1_d011_DYE_RZQ_295,0,0.020848835969322056
y2_d094_QZE_RZQ_63,0,0.5987004561393404
y2_d079_YJD_RZQ_241,1,0.7353267479461703
y1_d019_JFU_YJD_78,1,0.958391291853294
y1_d086_DYE_YJD_194,1,0.9964540183760603
y1_d094_XAX_QEA_106,1,0.9934216844556161
y2_d035_KNB_YJD_229,1,0.8064068477228785
y1_d041_TKJ_YJD_163,1,0.9984704551250342
y1_d065_OWH_QEA_77,0,0.7575431233784421
y1_d057_OXG_QEA_299,0,0.0552373211085271
y2_d064_ESW_YJD_125,1,0.9862483670166912
y2_d045_IHI_YJD_143,1,0.9998152227530402
y2_d095_QZE_RZQ_157,0,0.07596696932398231
y2_d073_DYE_YJD_251,1,0.9114165743203179
y2_d094_QZE_RZQ_45,1,0.6893705760935034
y1_d075_PHS_RZQ_246,1,0.27418015849789584
y2_d038_UKI_RZQ_103,1,0.9999778060716583
y2_d030_IKJ_RZQ_206,1,0.99973924665431
y1_d067_OWH_QEA_161,0,0.03004005777477186
y1_d008_JJS_YJD_192,1,0.9978300646135655
y1_d067_OWH_QEA_17,1,0.852911484420011
y1_d079_FBP_QEA_150,0,0.022212967132132534
y1_d027_JIL_RZQ_424,0,0.4488485328086774
y2_d071_XFE_RZQ_48,1,0.41522108214273495
y2_d071_DYE_YJD_30,1,0.9878056091117872
y1_d074_PHS_RZQ_109,1,0.9965939785958267
y1_d023_AKX_YJD_10,1,0.9974448443964256
y2_d013_RQJ_YJD_221,0,0.05592646629909029
y1_d053_APZ_QEA_183,1,0.9967185467920368
y1_d056_KJH_RZQ_142,1,0.9645566981505858
y2_d097_YJD_RZQ_15,1,0.9999559074251073
y2_d002_BEJ_RZQ_267,1,0.9999953598586109
y2_d056_IAK_RZQ_142,0,0.19380735560590376
y1_d065_IAQ_YJD_190,1,0.5734588458941532
y2_d018_GIS_RZQ_144,1,0.9999901920607077
y2_d036_UKI_RZQ_217,1,0.9999737425304512
y2_d029_IKJ_RZQ_221,1,0.9412167481497655
y2_d039_XLB_RZQ_3,1,0.9999908625455411
y1_d064_IAQ_YJD_203,1,0.9856241248561536
y1_d089_CRQ_QEA_35,1,0.9940257850151476
y2_d059_POW_YJD_332,1,0.9587476206172829
y1_d016_OXG_QEA_315,1,0.7369064083008253
y2_d026_VMN_YJD_2,1,0.9999988276086886
y2_d033_KNB_YJD_249,1,0.9999706068061373
y2_d005_NSO_YJD_62,1,0.9470529476674626
y1_d080_FBP_QEA_250,1,0.8680004584254796
y1_d095_XAX_QEA_102,1,0.9856504063652364
y1_d027_JIL_RZQ_110,1,0.9997345249953967
y2_d010_TSZ_RZQ_144,1,0.957417208839081
y2_d065_HKR_RZQ_261,1,0.9998288879345527
y2_d015_TEQ_YJD_184,1,0.6596097261391042
y1_d100_MRJ_YJD_155,0,0.028475485682719858
y2_d015_TEQ_YJD_231,0,0.46824499856446183
y1_d045_WJU_QEA_55,1,0.9965006736516424
y1_d023_AKX_YJD_97,0,0.550690804356192
y1_d071_ACN_QEA_165,0,0.04286254317814484
y2_d034_KNB_YJD_53,1,0.9999625196906441
y1_d049_UPU_YJD_200,1,0.9999672212320841
y1_d080_PVJ_RZQ_25,1,0.9960988560024744
y2_d013_RQJ_YJD_94,0,0.9999942285556851
y1_d041_TKJ_YJD_59,0,0.3292170884710457
y1_d050_JZK_RZQ_269,1,0.9994564471649179
y2_d058_POW_YJD_203,0,0.9042283923830071
y2_d085_LFS_YJD_106,1,0.9999776774261376
y2_d042_RZQ_YJD_126,1,0.9964667911802317
y1_d006_JJS_YJD_203,1,0.9711006732605852
y2_d030_IKJ_RZQ_348,1,0.8711256223716328
y1_d045_VHS_YJD_33,1,0.9991441859246327
y1_d039_HMN_RZQ_163,0,0.47618935369988014
y2_d066_ESW_YJD_62,1,0.9346957636977682
y2_d033_KNB_YJD_21,0,0.8605225571749464
y1_d048_UPU_YJD_94,1,0.9998514765667527
y2_d093_QZE_RZQ_25,1,0.8310162842755593
y1_d077_GAX_YJD_149,1,0.6212957575662122
y2_d032_KNB_YJD_269,1,0.8904730798887145
y2_d093_QZE_RZQ_106,1,0.9996107654127658
y2_d081_YJD_RZQ_166,1,0.9988079697406079
y2_d018_GIS_RZQ_205,0,0.050036143962774664
y1_d063_HCI_RZQ_105,0,0.17267404434000316
y1_d038_HMN_RZQ_94,0,0.9992571177019469
y2_d097_YJD_RZQ_38,1,0.9685417617885833
y1_d056_KJH_RZQ_225,1,0.5447707343203201
y2_d008_JMJ_YJD_99,1,0.9999995436806837
y1_d096_XAX_QEA_214,0,0.1586094068324197
y2_d009_TSZ_RZQ_231,1,0.9944954961624219
y1_d082_YJD_RZQ_300,0,0.416516597143684
y1_d039_HMN_RZQ_189,0,0.07944997462978029
y1_d067_IAQ_YJD_80,1,0.5595883670757498
y2_d002_BEJ_RZQ_32,0,0.19955194007712493
y1_d008_MCJ_RZQ_269,0,0.3368207481378565
y1_d005_JJS_YJD_154,0,0.2511506634624317
y2_d092_NYA_YJD_100,1,0.9997527436707675
y2_d011_RQJ_YJD_280,1,0.5381741886250806
y1_d051_JZK_RZQ_38,0,0.04958668004277381
y1_d045_MHY_RZQ_181,1,0.5344774660931602
y1_d045_WJU_QEA_237,1,0.9999817960912428
y2_d009_JMJ_YJD_69,1,0.9788657763774808
y1_d041_TKJ_YJD_189,1,0.9964222758370339
y2_d027_YUH_RZQ_264,1,0.9592656793681368
y1_d019_OXG_QEA_346,1,0.998095908204191
y2_d036_UKI_RZQ_76,1,0.9606258047315344
y1_d012_IXC_QEA_101,1,0.940521031410446
y2_d024_ALA_YJD_109,0,0.07245837403821559
y2_d075_VZE_YJD_216,1,0.9597636414908877
y2_d037_UKI_RZQ_235,1,0.9107254642322323
y1_d095_KQQ_YJD_205,1,0.999738953079952
y1_d038_HMN_RZQ_265,1,0.9890550678465132
y2_d071_DYE_YJD_234,1,0.999999160712283
y1_d040_TKJ_YJD_147,1,0.9264728436721377
y2_d007_NSO_YJD_230,1,0.9999884773346219
y2_d049_DYE_RZQ_235,1,0.762246529702409
y1_d002_CGA_QEA_252,0,0.022308959165734932
y1_d065_UEX_RZQ_18,1,0.9971176698841769
y1_d047_VHS_YJD_163,0,0.9812991586976392
y1_d095_XAX_QEA_83,1,0.9999918592359149
y1_d097_MRJ_YJD_41,1,0.9999995314643687
y1_d059_JNJ_QEA_126,0,0.07026696054921011
y1_d066_OWH_QEA_350,0,0.022474357747622572
y1_d030_CMS_YJD_365,1,0.9881927507165538
y1_d029_CMS_YJD_129,1,0.9958948736383566
y2_d061_KIR_RZQ_102,1,0.9939243041049735
y1_d039_HMN_RZQ_261,1,0.9999992525537922
y1_d043_WJU_QEA_4,1,0.993833691140623
y1_d078_GAX_YJD_61,1,0.9948417902663216
y2_d026_VMN_YJD_156,1,0.9931187178965502
y2_d044_RZQ_YJD_53,1,0.9445584825007612
y2_d068_RDO_RZQ_42,1,0.7152805313881577
y1_d038_HMN_RZQ_232,1,0.9786335140820493
y1_d070_ACN_QEA_118,0,0.04702952617501351
y1_d056_OXG_QEA_134,1,0.9997847454688739
y2_d009_TSZ_RZQ_85,1,0.9804630914422505
y1_d090_DYE_RZQ_16,1,0.8759269753714806
y2_d065_HKR_RZQ_175,1,0.9999400828860328
y1_d026_JIL_RZQ_78,1,0.9990372135808733
y2_d082_WMI_YJD_126,0,0.09865951472430666
y2_d070_RDO_RZQ_109,0,0.02911488680187785
y2_d017_GIS_RZQ_64,1,0.9997835894157837
y1_d099_MRJ_YJD_236,0,0.6646589345115986
y2_d056_IAK_RZQ_218,1,0.4301399893599478
y1_d081_PVJ_RZQ_339,0,0.11965262959618266
y1_d081_FBP_QEA_263,1,0.8974240652106376
y1_d049_UPU_YJD_86,1,0.99999164394358
y2_d004_GHD_YJD_165,0,0.14030033784338997
y2_d093_QZE_RZQ_143,1,0.9900572130179803
y1_d036_HMN_RZQ_32,1,0.8733586616272608
y2_d042_RZQ_YJD_182,1,0.99939847234312
y2_d063_KIR_RZQ_24,0,0.08992687313349125
y1_d016_OXG_QEA_204,0,0.05697243853066444
y1_d082_FBP_QEA_293,1,0.9999926975825598
y1_d032_REC_QEA_148,1,0.999999428770277
y1_d060.5_JNJ_QEA_105,1,0.9998144888059323
y1_d059_JNJ_QEA_292,0,0.9750649164183774
y1_d042_TKJ_YJD_38,1,0.41896914088105186
y1_d051_UPU_YJD_66,1,0.9998511043257556
y1_d028_CMS_YJD_342,1,0.9945835291898845
y1_d019_OXG_QEA_15,1,0.7179552529005538
y1_d049_STK_QEA_61,1,0.949954408513097
y1_d069_ACN_QEA_121,0,0.16886865568224074
y1_d019_OXG_QEA_210,1,0.9977664823739497
y1_d094_WNA_RZQ_44,1,0.9981366992729658
y1_d048_MHY_RZQ_328,1,0.9146821354695679
y1_d048_STK_QEA_205,1,0.9894987562417162
y1_d042_TKJ_YJD_82,0,0.12044286196498957
y1_d094_WNA_RZQ_169,1,0.8396389165139962
y1_d057_KJH_RZQ_237,1,0.9999985907996866
y1_d040_TKJ_YJD_210,0,0.9091031265471504
y2_d001_BEJ_RZQ_244,1,0.9999987292807884
y1_d031_REC_QEA_238,1,0.9949681795655693
y2_d006_NSO_YJD_38,0,0.34099971731518686
y1_d082_FBP_QEA_300,1,0.9966857978930818
y1_d019_OXG_QEA_310,0,0.1782429565413235
y2_d001_BEJ_RZQ_13,1,0.9681135131750999
y1_d032_REC_QEA_266,1,0.7206957355831907
y1_d007_MCJ_RZQ_239,1,0.9932313114828962
