play_key,year,day,venue,player_team,player_id,player_position,hangtime,t_dist_react,direct_dist_traveled,t_route_dist,route_eff,max_sprint,angle_route,direction,backwards,dist_to_result,dist_from_result,ball_position_z,catch
y2_d045_IHI_YJD_70,2,45.0,YJD,YJD,YJD-0345,8,5.3,7.739398905962513,103.15862191620243,104.02818538269575,0.9916,27.788654043322175,20.85815055237714,Back Right,0,103.2133329810156,0.5375954798917316,5.05077,True
y1_d043_WJU_QEA_78,1,43.0,QEA,WJU,WJU-1265,9,4.1,1.8655538130987253,24.163140287843394,40.965704046469064,0.5898,16.346463379494615,111.60141488619423,Back,1,23.75280812556693,3.4937249863147555,5.08125,True
y2_d094_QZE_RZQ_72,2,94.0,RZQ,RZQ,RZQ-0409,8,4.4,12.29382628631577,44.23654909698543,55.77798732125381,0.7931,15.358555745209449,47.51015212962549,Back Right,0,46.183234656092075,4.400224372650079,5.43162,True
y2_d063_KIR_RZQ_143,2,63.0,RZQ,KIR,KIR-1636,9,5.45,4.883576982157429,25.414077145747402,49.249195789478605,0.516,16.196433212859112,162.03195570497223,Back Left,0,25.67541700167691,0.47434164902527015,5.6556,True
y2_d021_DMS_RZQ_141,2,21.0,RZQ,RZQ,RZQ-0275,8,3.95,6.023229097728736,55.08950023298452,57.84420311771718,0.9524,21.128151145411437,19.73865912084801,Back Right,0,55.62144384614625,2.994786344632931,4.14822,True
y1_d067_UEX_RZQ_265,1,67.0,RZQ,UEX,UEX-1828,7,3.0,3.9583090475909266,38.903954455170755,39.848173041959306,0.9763,18.63667177872227,-148.16232722361704,In Left,0,70.21445551487243,35.84455987175737,3.40263,False
y2_d047_IHI_YJD_197,2,47.0,YJD,IHI,IHI-2576,9,3.9,1.1187233771299951,22.059713878697533,23.424030958249638,0.9418,10.681741325195851,-118.58726420384205,In,0,22.326070241088118,0.5475380534720822,2.968071,True
y1_d096_XAX_QEA_44,1,96.0,QEA,XAX,XAX-2387,8,5.0,7.183262175422206,96.59454478432,99.07231440685018,0.975,26.38134909637281,162.77999545515732,Back Left,0,94.5369591749703,2.1653883623960053,5.01291,True
y2_d061_KIR_RZQ_7,2,61.0,RZQ,RZQ,RZQ-0279,8,6.6,2.262109193566991,24.482271168541505,45.20533900151946,0.5416,11.128176210873814,-130.1015011120479,In Left,0,20.7556648703432,4.177669170721883,3.28197,True
y2_d096_QZE_RZQ_102,2,96.0,RZQ,QZE,QZE-2280,9,3.83,6.424733054905719,52.38915116023547,54.373803263903895,0.9635,19.850344488742948,-56.462626947837826,In Right,0,52.97380093829404,0.9998726818950587,4.96254,True
y1_d081_FBP_QEA_113,1,81.0,QEA,FBP,FBP-2170,8,5.65,3.099823552514363,86.77079810085876,90.49094534889623,0.9589,26.025822483236556,-102.15384830469365,In,0,87.8825452012514,1.2389144643598315,3.57948,True
y1_d039_HMN_RZQ_201,1,39.0,RZQ,HMN,HMN-1212,9,4.85,2.2923486446566486,52.73851703717121,58.59097961005429,0.9001,20.166851188678244,38.15557907436251,Back Right,0,55.81734238970895,3.1755694371246346,4.93971,True
y1_d084_YJD_RZQ_70,1,84.0,RZQ,YJD,YJD-0193,7,4.2,6.82021737543364,57.885268145271645,60.03259811817391,0.9642,19.330995412978723,173.01788993801475,Back Left,0,60.08788828790709,5.223128415997473,8.40888,True
y1_d075_UWE_YJD_67,1,75.0,YJD,YJD,YJD-0340,9,5.65,5.982602745004468,57.91722283302262,62.808227527022545,0.9221,19.37767013686809,114.10610562180798,Back,1,58.814727733876296,2.783829951703227,-0.653673,True
y1_d046_WJU_QEA_47,1,46.0,QEA,WJU,WJU-2251,8,5.75,7.733268912596413,108.2156643179258,116.15122864122105,0.9317,25.772924117171762,27.23378426118362,Back Right,0,135.3705355607342,29.05459078441821,4.11837,False
y2_d053_PTB_YJD_148,2,53.0,YJD,YJD,YJD-0278,9,6.8,5.520476018627814,62.447622062413224,74.13590877512311,0.8423,17.371845895334275,-46.301222993125116,In Right,0,62.663781882759054,0.22047244725818027,6.201,True
y1_d045_VHS_YJD_268,1,45.0,YJD,YJD,YJD-0327,9,3.55,1.6099178419575344,35.94781426192697,37.22047513736626,0.9658,16.744472252159408,-36.28481338660643,In Right,0,36.140858690684134,0.5126188935261653,4.10148,True
y1_d096_WNA_RZQ_250,1,96.0,RZQ,RZQ,RZQ-0214,9,6.5,7.677544171322601,80.77200035488781,86.60530307850965,0.9326,20.95404059315414,-16.71712019505819,In Right,0,80.8702699874311,1.5639470739126782,4.83594,True
y2_d070_RDO_RZQ_55,2,70.0,RZQ,RZQ,RZQ-0231,7,3.45,6.384059231402234,39.814686596782344,40.26232087875505,0.9889,16.168269478046913,-175.5973212899822,In Left,0,39.6606922144584,0.19511834870148917,4.23627,True
y2_d081_YJD_RZQ_174,2,81.0,RZQ,YJD,YJD-0345,7,3.15,7.126697524648856,37.87897121438225,44.35985768567975,0.8539,22.87265031889802,106.94268838375756,Back,1,35.920345016160375,3.925414997169094,3.82473,True
y1_d092_DYE_RZQ_90,1,92.0,RZQ,RZQ,RZQ-0059,7,6.4,2.8418520763578874,62.32536248919856,69.06582669954636,0.9024,20.391942411142324,-151.3154090620842,In Left,0,62.49430015617424,3.0854450602789885,6.1257,True
y1_d073_PHS_RZQ_37,1,73.0,RZQ,RZQ,RZQ-0014,9,5.1,6.058741274478204,54.88066581274322,56.67330006072844,0.9684,16.560087881320957,157.9391371985971,Back Left,0,54.75333230187913,1.7818747683269103,5.19663,True
y2_d084_LFS_YJD_44,2,84.0,YJD,YJD,YJD-0398,8,6.1,3.616334026021391,55.47955699985357,58.25945279673176,0.9523,16.79718389038988,-38.94485086564683,In Right,0,58.265626265406254,2.871372640393418,5.4279,True
y2_d015_TEQ_YJD_13,2,15.0,YJD,TEQ,TEQ-2236,9,4.0,3.7569545428893654,47.69885968165273,48.946104934619704,0.9745,17.632282600804515,105.10066188656025,Back,1,44.89213267422254,5.803457508244527,5.664,True
y1_d058_OXG_QEA_291,1,58.0,QEA,OXG,OXG-0085,8,4.25,2.7133442804284913,28.000105985870842,31.684743920751686,0.8837,10.34579961263945,14.346676506125817,Back Right,0,28.300365090575085,0.3560971497232076,4.63791,True
y2_d094_QZE_RZQ_108,2,94.0,RZQ,QZE,QZE-2280,7,5.35,1.3491259168573484,62.539034562583375,65.08705816972159,0.9609,30.135968388281025,-66.2322715259846,In,0,60.386016227765836,2.4205271657223624,2.834388,True
y2_d010_JMJ_YJD_79,2,10.0,YJD,YJD,YJD-0366,9,4.06,6.979469264112909,58.94965660128991,66.3746070643306,0.8881,23.456286313647475,82.33475732388041,Back,1,69.01799728896805,10.510276815098617,-0.2201496,False
y2_d071_DYE_YJD_256,2,71.0,YJD,DYE,DYE-0122,9,3.85,6.769180532253682,60.901614425645576,64.64628769800696,0.9421,22.895073304771497,116.96088198088701,Back,1,59.71363496706594,3.9447102669270966,6.71931,True
y2_d060_POW_YJD_150,2,60.0,YJD,POW,POW-2533,9,3.7,6.21107107473167,23.15487159476382,31.336825186731236,0.7389,12.33492504426426,126.01929587773623,Back Left,0,25.182058507794817,2.1188787836967133,5.55357,True
y1_d046_MHY_RZQ_175,1,46.0,RZQ,RZQ,RZQ-0333,7,3.2,5.111079596720197,46.947666486418676,49.83831836459944,0.942,23.749296008113056,-93.63146598147135,In,0,54.54057735007945,7.905501206122227,-0.75528,False
y1_d095_XAX_QEA_222,1,95.0,QEA,XAX,XAX-2378,8,4.3,3.127095923806022,66.90704696853689,67.23457458197018,0.9951,22.953929322386905,124.33933456318248,Back Left,0,64.40310638424202,3.1154956668241938,6.28548,True
y1_d048_MHY_RZQ_115,1,48.0,RZQ,RZQ,RZQ-0274,8,3.3,3.1349572531412844,21.130045593183155,26.46779243362092,0.7983,12.18443076926393,55.33792791181503,Back Right,0,21.772142675676157,0.7776083332886875,6.44367,True
y1_d085_YJD_RZQ_209,1,85.0,RZQ,RZQ,RZQ-0274,8,3.3,4.003255236237716,28.740571309561698,29.506952181059745,0.974,13.328293075350421,-103.0597054321649,In,0,30.049144966165034,1.3371634326438977,4.14522,True
y2_d011_BVD_RZQ_31,2,11.0,RZQ,BVD,BVD-1474,8,4.1,6.072611440944659,31.910969540269342,39.4989960417774,0.8079,12.936450061940477,-40.21744332081495,In Right,0,33.290902183000355,1.9325566315376206,5.25741,True
y2_d042_RZQ_YJD_77,2,42.0,YJD,RZQ,RZQ-0310,8,3.15,8.028864671670885,51.4615394767782,52.82929453485068,0.9741,24.21777305464736,-120.54639284319677,In Left,0,76.56270309628573,27.242965122210904,-0.881742,False
y2_d075_VZE_YJD_113,2,75.0,YJD,YJD,YJD-0185,8,6.34,2.742364448778185,84.46613604350561,93.34782298607689,0.9049,23.12105974777577,-55.823298054265855,In Right,0,84.82207562545257,0.48630777291751787,5.73555,True
y1_d056_WZR_YJD_65,1,56.0,YJD,YJD,YJD-0340,7,3.45,6.9437088489852945,30.545463793172296,30.945623521211115,0.9871,10.992742257089146,-136.98834512872273,In Left,0,30.586603449876538,0.1531217162913402,4.17399,True
y2_d041_XLB_RZQ_106,2,41.0,RZQ,XLB,XLB-2532,9,6.4,3.4997329050379,14.972895747984076,51.22316768420043,0.2923,11.505141140383175,-175.65183352048984,In Left,0,14.967043265120866,0.5420735189990558,6.3669,True
y1_d010_GEA_YJD_142,1,10.0,YJD,YJD,YJD-0193,9,2.35,8.151793048627182,24.83841929209666,27.086433478690303,0.917,15.938235714339168,-171.82791282909434,In Left,0,47.896217149269745,29.00767742305477,-0.845196,False
y2_d055_IAK_RZQ_222,2,55.0,RZQ,RZQ,RZQ-0347,7,4.6,5.623993194728201,53.25421305446172,62.76932712734012,0.8484,18.647590346037866,133.27499661469096,Back Left,0,52.395405009599834,1.8811582947748098,5.655,True
y2_d008_JMJ_YJD_35,2,8.0,YJD,YJD,YJD-0278,9,2.75,6.677835926560215,28.152656044146166,29.19663869201279,0.9642,17.65013670870189,-154.1959568692052,In Left,0,27.895860120275902,2.0315856688803446,4.99497,True
y2_d026_VMN_YJD_122,2,26.0,YJD,VMN,VMN-2242,9,3.95,5.891585997385926,70.61186565025741,72.33915102741355,0.9761,26.11327017994197,115.63880250848601,Back,1,87.33311449994213,16.799219748845466,-0.608301,False
y2_d083.5_WMI_YJD_68,2,3.5,YJD,WMI,WMI-2253,7,5.1,6.677314200452031,23.605348491602495,50.80547364659255,0.4646,12.770511889299161,-150.83668961291744,In Left,0,23.761948225050908,0.7849433355344849,5.1336,True
y1_d077_GAX_YJD_215,1,77.0,YJD,GAX,GAX-2306,9,6.35,4.660792777096299,29.36348914042746,31.58078443956837,0.9298,7.0306988640278165,-117.04020347356824,In,0,29.349876664306457,0.26634610941405923,7.6092,True
y2_d024.5_ALA_YJD_4,2,4.5,YJD,YJD,YJD-0019,8,6.25,6.290934928974803,91.05953021210907,95.18248164451629,0.9567,23.835818739127784,-95.34087209822259,In,0,90.95261918009841,0.19532672628189043,6.55419,True
y2_d049_DYE_RZQ_143,2,49.0,RZQ,RZQ,RZQ-0275,7,4.65,2.878668950531437,44.74791267087214,54.55576801816101,0.8202,18.359577133220643,142.8558369838069,Back Left,0,46.617721149901776,2.8580957804104594,4.722,True
y1_d050_JZK_RZQ_192,1,50.0,RZQ,RZQ,RZQ-0274,8,3.0,4.7289752226410995,37.30555525521636,37.53964012826434,0.9938,19.064857580015893,-72.48856078617422,In,0,61.303288372100404,24.168308637943603,-1.934403,False
y1_d023_AKX_YJD_86,1,23.0,YJD,YJD,YJD-0338,8,2.61,10.56741701953417,22.39055925027332,37.11271252885877,0.6033,17.93541325222044,-168.76534454303592,In Left,0,46.41846278303494,32.75648144840956,-0.858984,False
y1_d067_OWH_QEA_154,1,67.0,QEA,QEA,QEA-0364,9,3.2,2.6383948339323378,26.684273092966183,27.000438620571106,0.9883,16.135763289852044,129.6164550213989,Back Left,0,22.988366685130128,3.812278196826626,4.63137,True
y1_d056_KJH_RZQ_188,1,56.0,RZQ,KJH,KJH-1208,7,6.6,2.532331856244213,64.58752862712738,67.8837631200011,0.9514,16.74817703457532,-48.526516053552,In Right,0,64.00654908648019,0.8337187295485295,4.2978,True
y2_d041_XLB_RZQ_50,2,41.0,RZQ,XLB,XLB-2307,8,5.5,1.9965060645352612,69.92297022388279,80.9583902760784,0.8637,22.675222262698103,58.49226490891399,Back Right,0,72.96273283841552,6.003276185550686,0.899319,False
