play_key,hangtime,backwards,dist_to_result,catch
y2_d026_VMN_YJD_122,3.95,1,87.33311449994213,False
y2_d083.5_WMI_YJD_68,5.1,0,23.761948225050908,True
y1_d077_GAX_YJD_215,6.35,0,29.349876664306457,True
y2_d024.5_ALA_YJD_4,6.25,0,90.95261918009841,True
y2_d049_DYE_RZQ_143,4.65,0,46.617721149901776,True
y1_d050_JZK_RZQ_192,3.0,0,61.303288372100404,False
y1_d023_AKX_YJD_86,2.61,0,46.41846278303494,False
y1_d067_OWH_QEA_154,3.2,0,22.988366685130128,True
y1_d056_KJH_RZQ_188,6.6,0,64.00654908648019,True
y2_d041_XLB_RZQ_50,5.5,0,72.96273283841552,False
y2_d027_YUH_RZQ_89,3.4,0,69.92987569422674,False
y1_d045_VHS_YJD_70,4.75,0,25.4796183411369,True
y2_d024_ALA_YJD_163,3.4,0,35.21974069325325,True
y2_d012_BVD_RZQ_74,3.9,0,79.33040671728592,False
y1_d087_CRQ_QEA_17,3.95,0,26.166304251269416,True
y1_d026_JIL_RZQ_93,3.5,0,52.98993060935635,True
y1_d025_JIL_RZQ_226,3.35,1,53.70710632281357,True
y2_d010_JMJ_YJD_212,3.73,0,30.613344246259665,True
y2_d002_BEJ_RZQ_43,2.4,0,29.329130748966975,True
y2_d027_VMN_YJD_162,2.95,0,40.85072511143466,True
y2_d089_DYE_RZQ_167,5.65,1,15.194917483487735,True
y1_d023_AKX_YJD_54,3.53,0,15.01631218865356,True
y1_d080_FBP_QEA_77,4.05,1,37.55506192579103,True
y1_d024_AKX_YJD_154,5.21,0,72.47515793573685,True
y1_d051_UPU_YJD_145,5.41,0,6.035021450699237,True
y1_d060_JNJ_QEA_59,2.95,1,62.21316905607687,False
y2_d071_XFE_RZQ_248,3.0,0,54.25926366852023,False
y1_d090_DYE_RZQ_79,3.95,0,55.68664610416036,True
y1_d058_KJH_RZQ_261,3.75,0,36.49316660006365,True
y2_d002_BEJ_RZQ_171,4.25,0,79.40643790405157,False
y2_d084_LFS_YJD_193,4.95,0,23.09821918785082,True
y1_d045_MHY_RZQ_111,3.2,0,76.13568323084517,False
y2_d007_DYE_RZQ_47,6.2,0,74.41241961480623,True
y2_d028_VMN_YJD_319,3.27,1,7.638680713971487,True
y1_d059_JNJ_QEA_188,3.85,0,38.772981800475456,True
y1_d027_JIL_RZQ_148,4.3,0,21.09252393290098,True
y2_d059_POW_YJD_288,4.65,0,64.7005415403148,True
y2_d026_VMN_YJD_14,4.4,0,41.183849984429585,True
y1_d003_CGA_QEA_279,5.8,0,71.56016277510834,True
y1_d094_KQQ_YJD_64,2.55,0,36.22060424261308,True
y1_d083_YJD_RZQ_138,3.7,0,66.49813986355181,True
y1_d075_PHS_RZQ_217,6.65,0,75.16065631093173,True
y1_d083_YJD_RZQ_4,4.65,1,73.6819076626827,True
y1_d046_MHY_RZQ_148,2.0,0,43.72184112157217,False
y2_d085.5_LFS_YJD_106,5.2,0,99.45409309450265,True
y1_d097_MRJ_YJD_182,3.95,0,49.99098366405686,True
y2_d094_QZE_RZQ_291,5.15,1,21.697324609730074,True
y1_d009_GEA_YJD_139,3.8,0,35.33814199360233,True
y2_d014_TEQ_YJD_202,6.25,0,66.0056384500597,True
y2_d091_NYA_YJD_214,3.95,0,86.43073102901538,False
y2_d016_TEQ_YJD_33,6.4,0,92.9111509975525,True
y2_d073_DYE_YJD_95,6.17,0,89.8921943094616,True
y2_d002_GHD_YJD_49,4.4,0,97.35009733169247,False
y2_d011_BVD_RZQ_183,3.5,0,39.16107191599841,True
y2_d010_JMJ_YJD_141,3.14,0,14.344457915864226,True
y1_d012_IXC_QEA_131,5.0,0,57.08459344210136,True
y2_d042_RZQ_YJD_27,6.45,0,112.32794180777104,True
y1_d050_JZK_RZQ_23,3.7,0,45.08138260568324,True
y1_d004_CGA_QEA_302,4.62,0,50.73785611759724,True
y2_d076_MGJ_RZQ_119,3.6,0,66.52659278408898,True
y2_d032_KNB_YJD_170,5.05,0,34.98555171552965,True
y2_d093_QZE_RZQ_183,2.6,0,56.79571233156603,False
y2_d009_JMJ_YJD_18,4.3,0,65.2087164192794,True
y1_d063_HCI_RZQ_226,5.95,0,57.200263869496276,True
y2_d092_NYA_YJD_240,3.5,0,74.42250188229363,False
y2_d028_VMN_YJD_225,2.9,0,64.38169876603132,False
y2_d048_DYE_RZQ_4,6.4,0,87.60247093980854,True
y2_d070_RDO_RZQ_229,3.6,0,59.32133830090149,True
y1_d085_YJD_RZQ_169,4.9,0,79.2562231825363,True
y1_d044_WJU_QEA_214,5.45,1,105.97294477709866,True
y1_d019_JFU_YJD_16,4.4,0,15.148441431711705,True
y1_d056_OXG_QEA_94,6.1,1,91.5597675665464,True
y1_d086_CRQ_QEA_127,5.15,0,44.0357428228479,True
y1_d058_OXG_QEA_73,3.7,1,66.4649392613128,True
y1_d074_UWE_YJD_247,6.75,0,38.66235536539388,True
y1_d048_STK_QEA_28,2.6,0,52.624196086295704,False
y2_d059_POW_YJD_336,5.65,0,81.09045706641442,True
y1_d016_OXG_QEA_173,4.1,1,28.736486146924804,True
y1_d058_KJH_RZQ_109,4.35,1,36.08205115186219,True
y1_d046_VHS_YJD_129,3.55,1,55.053407172999734,True
y2_d050_DYE_RZQ_283,2.65,0,41.64997037669535,False
y1_d095_WNA_RZQ_239,2.85,0,39.16938887702998,True
y2_d097_YJD_RZQ_32,5.4,0,101.51054000693719,True
y1_d056_WZR_YJD_88,4.5,0,61.60689181317299,True
y2_d089_DYE_RZQ_174,2.95,0,38.47993835727394,True
y2_d070_RDO_RZQ_193,2.75,1,17.534913705519074,True
y2_d036_UKI_RZQ_143,5.5,1,27.564048193253477,True
y1_d046_WJU_QEA_195,3.3,0,64.49765056761869,False
y2_d028_YUH_RZQ_93,2.55,0,55.89298125704157,False
y1_d077_GAX_YJD_155,4.05,0,71.19719946212771,True
y1_d071_ACN_QEA_56,4.7,1,60.17484089451339,True
y1_d018_OXG_QEA_9,4.85,0,22.46479625297966,True
y2_d008_JMJ_YJD_242,3.85,0,39.34245976092497,True
y2_d066_ESW_YJD_71,4.3,0,37.19212029449251,True
y2_d002_BEJ_RZQ_138,4.0,0,62.77393288627055,False
y1_d057_KJH_RZQ_98,5.5,1,97.3427330314369,True
y2_d041_XLB_RZQ_102,5.55,0,97.23901630317945,True
y1_d029_CMS_YJD_107,3.55,1,29.647026339626382,True
y2_d059_POW_YJD_39,6.45,0,68.90068560079793,True
y2_d031_IKJ_RZQ_126,5.85,0,26.648404029134653,True
y2_d047_IHI_YJD_134,4.1,0,79.44713449816803,True
y1_d019_JFU_YJD_102,4.8,1,14.759546449860844,True
y2_d043_RZQ_YJD_57,4.65,0,93.43265017433679,False
y1_d035_AVV_YJD_271,4.45,0,32.23151462683689,True
y2_d056_IAK_RZQ_139,5.15,0,19.747483025438957,True
y2_d025_ALA_YJD_128,2.41,0,37.47886193923184,False
y1_d083_YJD_RZQ_167,2.6,0,63.78488636466245,False
y1_d023_AKX_YJD_234,3.7,0,25.236672111235286,True
y1_d095_KQQ_YJD_180,2.5,0,30.113098985325294,False
y1_d089_CRQ_QEA_20,6.45,0,69.80088238654292,True
y1_d065_UEX_RZQ_106,3.1,0,10.770560724511977,True
y2_d083.5_WMI_YJD_62,6.85,0,114.88325113631664,True
y1_d033_AVV_YJD_64,2.0,0,49.63989268088722,False
y2_d047_IHI_YJD_199,5.05,0,54.25671501210612,True
y2_d036_UKI_RZQ_187,4.1,0,59.51561229744679,True
y2_d046_IHI_YJD_16,5.25,1,79.68115453135704,True
y1_d079_FBP_QEA_157,5.6,0,76.46575473033664,True
y1_d013_IXC_QEA_170,5.15,0,38.2885616550165,True
y1_d045_VHS_YJD_247,2.25,0,27.84264446815352,False
y2_d027_YUH_RZQ_90,3.5,0,52.39016589065163,False
y1_d098_MRJ_YJD_173,2.7,0,33.672246436642745,True
y2_d094_QZE_RZQ_207,4.7,1,83.7326748334842,False
y2_d023_DMS_RZQ_193,5.25,0,83.13315206492535,True
y2_d072_DYE_YJD_194,4.4,0,58.0088202876942,True
y2_d046.5_IHI_YJD_159,3.4,1,42.4301779540223,True
y1_d067_OWH_QEA_156,5.2,1,84.54363658821403,True
y2_d059_POW_YJD_284,4.8,0,86.7685750103688,True
y2_d045_IHI_YJD_286,5.35,0,88.41782991031845,True
y1_d075_UWE_YJD_253,3.75,0,63.459845807723184,True
y2_d013_RQJ_YJD_74,3.85,0,61.534036448781755,True
y2_d012_BVD_RZQ_236,2.65,0,57.48309822913166,False
y2_d005_DYE_RZQ_242,5.45,0,92.46871509056456,True
y2_d074.5_VZE_YJD_68,5.55,1,11.026883036089586,True
y1_d045_MHY_RZQ_163,2.8,0,23.365571459093413,True
y2_d042_RZQ_YJD_138,6.1,0,50.58305339982946,True
y2_d071_XFE_RZQ_19,4.05,1,29.618286841915786,True
y1_d011_GEA_YJD_117,4.05,0,75.81959171038841,True
y2_d004_BEJ_RZQ_256,4.4,0,45.14584350701626,True
y1_d079_FBP_QEA_128,3.95,1,62.90356175468043,False
y1_d033_REC_QEA_28,4.8,0,25.40219643042706,True
y1_d094_WNA_RZQ_299,3.55,0,55.9051330663831,True
y1_d023_AKX_YJD_263,3.83,0,50.76204627967631,True
y1_d030_CMS_YJD_280,3.6,0,69.45488999436972,False
y1_d060.5_JNJ_QEA_29,2.35,0,30.1950858419048,False
y1_d050.5_STK_QEA_54,6.1,0,33.77116629872886,True
y1_d061_HCI_RZQ_86,4.25,0,73.56925618436007,True
y2_d006_NSO_YJD_82,5.15,0,97.14434401265986,True
y1_d042_TKJ_YJD_117,2.85,0,60.09442739431002,False
y1_d013_IXC_QEA_107,5.0,0,34.77308522981532,True
y1_d059_JNJ_QEA_237,3.35,0,43.32444961185311,True
y1_d006_MCJ_RZQ_44,4.52,1,53.084546063896966,True
y1_d007_MCJ_RZQ_259,7.35,0,95.60295793018119,True
y1_d046_VHS_YJD_104,3.2,0,39.831578088371046,True
y1_d019_OXG_QEA_132,5.48,0,32.43816436313868,True
y1_d019_JFU_YJD_37,6.25,0,56.713272740162004,True
y1_d006_JJS_YJD_2,4.2,1,48.493321798057906,True
y1_d028_CMS_YJD_97,5.0,0,43.844696243395276,True
y1_d008_MCJ_RZQ_100,3.25,0,24.67292928393384,True
y1_d031_REC_QEA_21,3.3,0,51.14159779608082,True
y1_d091_DYE_RZQ_93,6.2,1,31.33620283860348,True
y2_d058_POW_YJD_144,2.85,0,62.93754772105442,False
y1_d065_UEX_RZQ_122,4.05,0,37.35336067892688,True
y1_d058_WZR_YJD_224,2.94,0,51.77935201419579,False
y1_d018_OXG_QEA_291,4.3,1,70.77472181656107,True
y1_d040_TKJ_YJD_286,2.9,0,62.10548112912417,False
y2_d090_NYA_YJD_47,4.55,0,44.985348159706405,True
y1_d057_OXG_QEA_97,4.25,0,77.99339781096857,True
y1_d050_UPU_YJD_186,4.0,0,97.72062273895924,False
y1_d052_APZ_QEA_45,5.15,0,52.04506233726691,True
y1_d088_CRQ_QEA_242,4.15,0,78.33670533689812,True
y2_d066_HKR_RZQ_286,3.6,0,63.54759894008586,False
y2_d020_GIS_RZQ_13,2.4,0,41.53554105394078,False
y1_d077_GAX_YJD_170,5.9,0,37.79896506321306,True
y1_d067_OWH_QEA_297,3.3,0,13.244185931947637,True
y1_d018_OXG_QEA_185,3.75,0,64.56027820269985,False
y1_d020_JFU_YJD_176,4.75,0,90.12958001677364,True
y1_d058_WZR_YJD_168,7.06,0,68.2812371098386,True
y1_d022_AKX_YJD_176,5.75,0,10.32296533995925,True
y1_d018_OXG_QEA_260,4.4,0,44.3049686716964,True
y2_d020_GIS_RZQ_251,6.45,0,34.01123973056556,True
y2_d012_RQJ_YJD_197,3.05,0,60.89557723792426,False
y2_d009_JMJ_YJD_77,5.8,1,87.62062343638054,True
y2_d092_NYA_YJD_185,4.75,1,58.85897714172411,True
y2_d052_PTB_YJD_65,4.1,1,22.37882325525628,True
y1_d096_XAX_QEA_237,5.1,0,50.924884050530714,True
y1_d027_JIL_RZQ_361,5.1,0,123.44495808355236,False
y1_d100_MRJ_YJD_120,4.9,0,95.23741538518355,True
y2_d071_DYE_YJD_282,4.35,0,26.334418332289015,True
y1_d046_VHS_YJD_205,5.2,0,60.39186930340869,False
y1_d046_MHY_RZQ_131,2.85,0,53.31255035852253,False
y2_d099_YJD_RZQ_252,3.7,1,42.58370366008576,True
y2_d033_KNB_YJD_294,6.11,0,28.91354742694157,True
y1_d092_DYE_RZQ_16,3.3,0,76.49067113295582,False
y2_d018_GIS_RZQ_91,3.6,0,84.38382093517691,False
y2_d034_KNB_YJD_310,4.13,1,21.062775870670535,True
y1_d029_CMS_YJD_116,5.55,0,61.13696178196952,True
y1_d065_OWH_QEA_210,5.4,0,34.76311969623697,True
y2_d023_DMS_RZQ_249,3.3,0,71.80702826527498,False
y1_d045_MHY_RZQ_157,3.55,1,86.8042994258925,False
y2_d004_GHD_YJD_223,5.68,0,74.2340218401913,True
y2_d099_YJD_RZQ_287,4.6,0,61.436916323982274,True
y2_d020_GIS_RZQ_264,4.85,0,52.13117924351989,True
y2_d090_NYA_YJD_262,4.25,0,65.09727774169974,True
y1_d094_KQQ_YJD_74,4.25,0,73.60245845601898,True
y2_d099_YJD_RZQ_267,3.2,0,51.11572091333546,True
y1_d030_CMS_YJD_347,2.71,0,62.52449926516804,False
y1_d058_KJH_RZQ_12,6.4,0,59.59635633493042,True
y2_d046.5_IHI_YJD_106,3.35,0,37.473850322591616,True
y2_d068_RDO_RZQ_101,4.9,1,80.02279456304936,True
y2_d070_RDO_RZQ_101,3.25,0,33.162609803964465,True
y1_d022_AKX_YJD_237,4.5,0,105.20429079804683,False
y1_d095_KQQ_YJD_40,5.9,0,109.80392088122353,True
y1_d076_GAX_YJD_192,5.95,0,66.07738393406628,True
y2_d038_UKI_RZQ_79,4.95,0,50.32108231874589,True
y1_d097_MRJ_YJD_132,5.5,0,22.908899593389464,True
y2_d012_RQJ_YJD_154,2.45,0,40.06555319236215,False
y1_d068_OWH_QEA_240,4.4,0,10.514888100688461,True
y2_d028_VMN_YJD_7,3.96,0,72.92290211912575,False
y2_d052_PTB_YJD_332,6.85,0,103.35379866211983,True
y2_d067_HKR_RZQ_240,6.35,0,21.608986638896326,True
y1_d066_IAQ_YJD_55,4.6,0,86.80626179902,True
y2_d047_IHI_YJD_239,5.95,0,58.93436812896189,True
y2_d011_BVD_RZQ_212,2.7,0,42.88689706192325,True
y2_d010_JMJ_YJD_104,6.37,0,73.39426004698738,True
y1_d048_MHY_RZQ_28,4.15,0,75.03039470407975,True
y1_d045_VHS_YJD_113,4.7,1,91.15525948617831,True
y1_d058_WZR_YJD_197,4.19,0,10.331603215377571,True
y2_d032_KNB_YJD_212,4.36,0,99.84277224140965,False
y2_d054_PTB_YJD_282,4.15,0,58.24489478125958,True
y1_d011_DYE_RZQ_295,2.35,0,55.616444858063346,False
y2_d094_QZE_RZQ_63,2.55,0,34.21296878077673,False
y2_d079_YJD_RZQ_241,4.45,0,77.44221741485715,True
y1_d019_JFU_YJD_78,5.6,0,92.82128019075154,True
y1_d086_DYE_YJD_194,5.6,0,77.30446915780485,True
y1_d094_XAX_QEA_106,3.45,0,27.874995739013137,True
y2_d035_KNB_YJD_229,5.08,0,90.54265319422666,True
y1_d041_TKJ_YJD_163,5.65,1,65.38743962292453,True
y1_d065_OWH_QEA_77,5.1,1,84.8944409022175,False
y1_d057_OXG_QEA_299,4.35,0,98.9150600070586,False
y2_d064_ESW_YJD_125,2.85,1,9.696995044857976,True
y2_d045_IHI_YJD_143,5.3,0,51.522223881544534,True
y2_d095_QZE_RZQ_157,3.35,0,72.01855754970381,False
y2_d073_DYE_YJD_251,5.25,0,89.14657874270893,True
y2_d094_QZE_RZQ_45,4.75,0,86.27035187988979,True
y1_d075_PHS_RZQ_246,4.25,0,84.8631409402221,True
y2_d038_UKI_RZQ_103,5.8,0,50.765776040163104,True
y2_d030_IKJ_RZQ_206,5.1,0,48.70277057183602,True
y1_d067_OWH_QEA_161,2.15,0,48.33590583841373,False
y1_d008_JJS_YJD_192,5.95,0,82.92319845549856,True
y1_d067_OWH_QEA_17,5.2,0,91.4645659697787,True
y1_d079_FBP_QEA_150,2.55,0,60.17109013006162,False
y1_d027_JIL_RZQ_424,3.8,0,68.94594698435868,False
y2_d071_XFE_RZQ_48,3.35,1,50.71669227167717,True
y2_d071_DYE_YJD_30,5.1,0,72.62933656760194,True
y1_d074_PHS_RZQ_109,5.25,1,60.452317285113196,True
y1_d023_AKX_YJD_10,6.14,0,88.6479009944398,True
y2_d013_RQJ_YJD_221,2.75,0,59.18212407763007,False
y1_d053_APZ_QEA_183,3.6,0,27.25752930975406,True
y1_d056_KJH_RZQ_142,4.35,0,60.808939354595715,True
y2_d097_YJD_RZQ_15,5.8,1,47.09648955771544,True
y2_d002_BEJ_RZQ_267,5.8,0,41.0572817648709,True
y2_d056_IAK_RZQ_142,5.35,1,106.99929245714665,False
y1_d065_IAQ_YJD_190,3.8,1,57.908585659554845,True
y2_d018_GIS_RZQ_144,5.85,0,46.93915292844558,True
y2_d036_UKI_RZQ_217,4.25,0,13.396359397985705,True
y2_d029_IKJ_RZQ_221,4.15,0,59.14276275200543,True
y2_d039_XLB_RZQ_3,5.3,0,32.86969949193329,True
y1_d064_IAQ_YJD_203,4.4,0,56.316406249866475,True
y1_d089_CRQ_QEA_35,6.15,1,86.25788805790461,True
y2_d059_POW_YJD_332,2.8,0,23.375502725075226,True
y1_d016_OXG_QEA_315,4.6,1,73.18138642646774,True
y2_d026_VMN_YJD_2,5.9,0,35.00181213314675,True
y2_d033_KNB_YJD_249,5.25,0,38.878358199872615,True
y2_d005_NSO_YJD_62,4.35,0,63.41222525049881,True
y1_d080_FBP_QEA_250,3.1,0,38.641789867330154,True
y1_d095_XAX_QEA_102,4.9,0,68.69598297688155,True
y1_d027_JIL_RZQ_110,4.95,0,45.09679224789719,True
y2_d010_TSZ_RZQ_144,5.6,0,92.97113350131859,True
y2_d065_HKR_RZQ_261,4.35,0,27.502460231768342,True
y2_d015_TEQ_YJD_184,3.1,0,46.2210337531518,True
y1_d100_MRJ_YJD_155,3.55,1,75.44504503550911,False
y2_d015_TEQ_YJD_231,4.05,0,74.656822987875,False
y1_d045_WJU_QEA_55,5.75,0,80.9393487066087,True
y1_d023_AKX_YJD_97,4.26,0,77.80998988336908,False
y1_d071_ACN_QEA_165,3.1,0,69.5914205186243,False
y2_d034_KNB_YJD_53,4.39,0,19.073419644072743,True
y1_d049_UPU_YJD_200,6.0,0,58.14127237075226,True
y1_d080_PVJ_RZQ_25,3.3,0,20.89977353370126,True
y2_d013_RQJ_YJD_94,6.4,0,57.27998778779549,False
y1_d041_TKJ_YJD_59,3.7,0,69.60902744127372,False
y1_d050_JZK_RZQ_269,5.8,0,70.608590415402,True
y2_d058_POW_YJD_203,6.4,0,118.17918841847747,False
y2_d085_LFS_YJD_106,6.05,0,56.997175587918385,True
y2_d042_RZQ_YJD_126,5.05,1,55.72408920466984,True
y1_d006_JJS_YJD_203,4.3,0,58.261725580006654,True
y2_d030_IKJ_RZQ_348,4.0,0,60.77483376340902,True
y1_d045_VHS_YJD_33,4.65,0,44.92678679451715,True
y1_d039_HMN_RZQ_163,2.5,0,36.04670021208599,False
y2_d066_ESW_YJD_62,3.3,0,38.77360207471186,True
y2_d033_KNB_YJD_21,3.7,0,53.90659455020322,False
y1_d048_UPU_YJD_94,3.9,0,15.472119881661344,True
y2_d093_QZE_RZQ_25,3.05,0,39.20498515319834,True
y1_d077_GAX_YJD_149,2.75,0,38.58011659303926,True
y2_d032_KNB_YJD_269,4.49,0,71.77279010892639,True
y2_d093_QZE_RZQ_106,5.45,0,59.86235922088269,True
y2_d081_YJD_RZQ_166,3.95,0,29.636820148254763,True
y2_d018_GIS_RZQ_205,2.35,0,49.99819398438308,False
y1_d063_HCI_RZQ_105,4.55,1,88.0502657914217,False
y1_d038_HMN_RZQ_94,5.35,0,61.39577394747948,False
y2_d097_YJD_RZQ_38,4.1,0,53.847946875345215,True
y1_d056_KJH_RZQ_225,4.85,0,92.57972453474898,True
y2_d008_JMJ_YJD_99,6.6,0,46.49599766227197,True
y1_d096_XAX_QEA_214,4.75,1,93.63829690933298,False
y2_d009_TSZ_RZQ_231,5.25,0,71.37075275895582,True
y1_d082_YJD_RZQ_300,4.4,1,76.70490564664037,False
y1_d039_HMN_RZQ_189,4.25,0,94.02101818338281,False
y1_d067_IAQ_YJD_80,4.22,0,76.59520661973566,True
y2_d002_BEJ_RZQ_32,2.4,0,41.594005623887675,False
y1_d008_MCJ_RZQ_269,3.35,1,52.79519156684629,False
y1_d005_JJS_YJD_154,2.44,0,40.745363052700846,False
y2_d092_NYA_YJD_100,4.2,0,26.069026268621965,True
y2_d011_RQJ_YJD_280,3.95,0,70.44057106135641,True
y1_d051_JZK_RZQ_38,2.8,0,61.2090851705039,False
